"","16_12_09","06_16_13_1","06_16_13_2","06_16_13_3","06_16_13_4","06_16_13_5","06_16_13_6","06_16_13_7","07_17_14_1","07_17_14_2","07_17_14_3","08_20_16_1","08_20_16_2","08_22_18","09_31_20_1","09_31_20_2","09_31_20_3","09_31_20_4","09_31_20_5","10_32_19_1","10_32_19_2","10_32_19_3","10_32_19_4","10_32_19_5","10_32_19_6","10_32_19_7","10_32_19_8","11_19_15_1","11_19_15_2","11_19_15_3","11_19_15_4","11_19_15_5","11_19_15_6","11_19_15_7","11_19_15_8","11_19_15_9","11_19_15_10","11_19_15_11","work_sector","domain","funding_agency","region","survey_label","dim_1","dim_2","contrib"
"1135","2","2","2","2","2","1","2","2","1","1","3","5","5","5","4","5","3","3","5","2","1","1","4","4","1","1","1","2","1","1","2","1","1","1","2","2","1","1","Academic","Natural science","Federal/national government","AustraliaNZ","S1",-1.04021686132548,2.33504152585946,0.0235086605653885
"1136","1","1","1","2","2","2","2","2","1","1","2","1","1","2","1","2","1","2","2","2","4","5","2","2","3","1","2","1","1","1","1","1","1","1","1","1","1","1","Academic","Physical science","Local government","AsiaSEAsia","S1",2.61040454769375,1.86413638683618,0.0370168802446595
"1137","2","2","1","2","1","1","1","1","1","3","3","2","4","4","3","3","2","2","2","2","1","2","4","2","1","1","2","2","1","1","2","2","2","1","1","1","1","2","Academic","Physical science","Federal/national government","USACanada","S1",-0.540254959484244,-2.03031871293034,0.0158802260616277
"1138","1","2","2","2","2","2","2","1","3","3","3","1","1","3","1","2","2","2","2","2","3","5","3","3","2","1","1","1","1","1","1","1","1","2","2","1","1","1","Academic","Natural science","Federal/national government","AsiaSEAsia","S1",2.20625472084987,0.842122197579783,0.0200630570493968
"1139","3","2","2","2","2","2","2","2","2","2","3","1","1","4","1","1","1","2","2","4","2","4","2","3","2","1","2","1","2","1","1","1","2","2","1","2","2","2","Government","Natural science","Federal/national government","AsiaSEAsia","S1",0.498115863682741,0.39850341594876,0.00146396681030321
"1140","2","2","2","1","2","2","2","2","1","2","3","5","5","5","4","2","1","1","1","5","5","5","1","1","4","1","3","1","1","1","1","1","2","1","1","1","1","1","Academic","Physical science","Federal/national government","EuroRussia","S1",3.34573111737653,4.32160200139302,0.107462037606857
"1141","2","1","2","2","1","1","1","2","4","5","3","5","5","5","2","4","2","2","1","1","1","5","5","2","1","2","1",NA,NA,"2",NA,NA,"2","2","2","2","2","2","Academic","Natural science","Federal/national government","USACanada","S1",-3.04992183959702,-1.77853818365402,0.0448453591966206
"1142","2","2","2","2","1","2","1","2","2","2","2","5","5","5","1","3","1","2","2","4","2","4","1","3","3","1","2","1","1","1","1","2","1","1","1","1","1","1","Academic","Social science","Federal/national government","AsiaSEAsia","S1",3.06877141115714,-0.70508312551758,0.0356687869020225
"1143","3","2","2","2","2","2","2","1","3","3","1","3","3","3","5","5","5","5","5","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","Academic","Social science","Federal/national government","AfricaMENA","S1",1.31336083244162,7.77173797729147,0.223502668255755
"1144","2","2","2","2","1","2","1","2","2","3","3","4","5","3","4","3","2","1","2","3","4","5","3","3","3","1","3","1","2","1","1","1","2","2","2","1","1","2","Academic","Natural science","Private foundation","EuroRussia","S1",2.32538875528721,-0.220844041670189,0.019629452630951
"1145","2","2","2","2","2","2","2","2","2","4","3","2","4","4","1","1","1","1","1","1","1","1","4","2","1","1","1","2","1","2","2","2","2","2","2","2","2","2","Academic","Natural science","Federal/national government","AustraliaNZ","S1",-5.06889624737515,0.371703587901577,0.0929337380618419
"1147","1","1","2","2","2","2","2","2","2","2","2","1","2","1","1","1","2","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Academic","Natural science","Local government","AsiaSEAsia","S1",-0.104719534596482,3.39867942068129,0.0415958523178573
"1149","3","2","1","2","2","2","2","2","3","3",NA,"5","5","5","3","3","3","3","2","1","1","2","1","3","1",NA,"1","1","1","1","1","2",NA,"1","1","1","1","1","Academic","Social science","Other","AfricaMENA","S1",1.78863975313498,-0.510388102346046,0.0124468510673673
"1150","3","2","2","2","2","2","1","2","3","3","3","5","5","4","3","4","2","2","2","2","2","3","2","2","2","2","2","1","1","1",NA,"2","1","1","1","2","1","1","Academic","Social science","Federal/national government","USACanada","S1",2.89628993657402,-2.66688557762595,0.0557661805468679
"1151","2","2","1","2","1","2","2","2","4","4","3","2","2","4","1","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","2","1","1","1","1","1","1","1","Academic","Physical science","Federal/national government","LatinAmerica","S1",0.028774144175095,0.200565978419788,0.000147699833650256
"1153","2","2","1","2","1","2","2","2","2","2","3","5","5","5","1","1","1","1","1","3","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","Academic","Natural science","Federal/national government","EuroRussia","S1",2.03586493677861,0.186518891160773,0.0150364569550492
"1154","2","1","2","2","2","1","2","2","3","4","3","3","4","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","Academic","Natural science","Federal/national government","LatinAmerica","S1",-0.131304350967327,1.49057279551083,0.00805528546260256
"1155","3","1","2","2","2","2","2","2","1","2","2","2","2","3","2","2","2","2","3","2","1","2","1","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","Academic","Physical science","State/regional government","USACanada","S1",1.91031207226404,0.145650591991734,0.0132051545570694
"1156","1","1","2","2","2","2","2","2","2","2","2","4","2","2","2","4","5","4","5","5","4","5","4","5","4","1","2","1","2","1","1","1","1",NA,"1","1","1","1","Commercial","Physical science","State/regional government","AsiaSEAsia","S1",2.77811939273413,5.08141105271033,0.120660064415749
"1158","2","2","2","2","2","2","1","1","1","2","4","3","4","4","4","5","1","2","1","3","4","5","2","2","2","1","1","2","1","1","1","2","1","2","1","2","1","1","Academic","Social science","Federal/national government","AustraliaNZ","S1",1.61602148826471,0.638350901606664,0.0108613327497457
"1160","1","1","2","1","2","2","1","1","1","2","3","1","1","2","1","1","3","2","2","4","3","2","1","2","1","1","3","1","1","1","2","1","2","2","1","1","1","1","Academic","Social science","State/regional government","AsiaSEAsia","S1",1.01825247624836,1.89731996945006,0.0166810304244126
"1161","2","1","1","2","2","1","2","2","2","3","4","3","3","4","1","1","3","3","3","1","1","1","1","1","1","1","1","2","1","1","1","1","1","2","1","1","1","1","Academic","Natural science","Academic institution","AfricaMENA","S1",-0.159975062469243,0.811072675287277,0.00245873728966349
"1162","2","1","2","2","1","1","2","2","3","4","3","2","4","3","2","1","3","3","2","2","2","3","2","3","3","1","2","1","2","1","1","2","2","1","1","2","1","2","Academic","Physical science","Federal/national government","EuroRussia","S1",1.17739772587128,-1.95916553989781,0.0187962038228958
"1164","2","1","1","1","2","2","2","2","4","4","4","3","4","4","4","5","1","1","1","5","4","5","1","4","3","1","4","1","1","1","1","2","1","1","1","1","1","1","Academic","Natural science","State/regional government","LatinAmerica","S1",3.07655843806551,1.45913505647134,0.0417120522629858
"1165","3","2","2","2","2","2","2","2","2","3","3","2","4","5","2","4","2","2","2","1","1","4","2","4","1","1","1","2","1","1","1","2","1","1","1","1","1","1","Academic","Information science","Federal/national government","USACanada","S1",0.891177115392558,-0.876039245074896,0.0056182211520742
"1166","2","1","2","2","2","2","2","2","2","1","2","3","3","2","3","3","2","2","2","2","2","3","3","2","2","1","3","2","2","1","1","2","1","2","2","1","1","1","Academic","Other","Private foundation","AfricaMENA","S1",1.31175991393301,-0.817499430251952,0.00859482797133443
"1168","2","2","2","1","2","2","1","1","1","3","3","4","5","1","5","5","1","1","1","3","4","5","5","3","4","3","3","1","1","1","2","1","1","1","1","1","1","2","Government","Natural science","State/regional government","AustraliaNZ","S1",2.69461642297747,4.14439143949554,0.0879152675445656
"1169","2","1","2","2","1","1","2","2","3","4","3","5","5","5","2","1","2","2","2","1","2","4","3","1","2","1","1","1","1","1","1","2","2","2","1","1","2","2","Academic","Social science","State/regional government","USACanada","S1",-0.562969304565565,-2.09836103300177,0.0169810457348178
"1170","2","2","2","1","1","2","2","1","3","5","5","5","5","5","1","1","1","1","1","1","1","2","1","5","2","1","2","2","1","1","1","2","2","1","1","1","1","1","Academic","Social science","Academic institution","USACanada","S1",-0.605620804164882,-0.210872562799525,0.00147950648573278
"1171","2","2","2","2","2","2","2","2","1","2","3","3","3","3","2","2","3","2","3","1","2","2","2","2","2","1","4","2","1","1","1","2","2","2","2","2","1","2","Academic","Physical science","Federal/national government","EuroRussia","S1",-0.534560612891775,-0.821571672438486,0.00345637738057978
"1172","2","1","1","2","2","2","2","1","2","5","5","5","5","5","1","1","1","1","4","1","1","1","1","2","1","1","1","1","2","1","1","2","2","2","2","2","1","2","Academic","Natural science","Federal/national government","USACanada","S1",-3.15208757771591,0.497878861285302,0.0366366929202908
"1173","2","2","1","2","2","2","1","2","4","3","3","2","3","2","2","3","2","3","2","2","2","3","2","3","4","2","2","2","1","1","2","2","1","2","1","2","1","2","Commercial","Physical science","Private foundation","EuroRussia","S1",1.04306223833136,-2.02820776482525,0.01871349610385
"1176","2","2","2","1","2","2","2","2","3","2","5","2","2","3","2","2","1","2","2","2","2","4","3","4","3","2","3","2","1","1","1","2","2","1","2","2","2","2","Commercial","Natural science","Corporation","EuroRussia","S1",-0.633932219845268,-1.96576666355904,0.0153479163767256
"1179","3","2","2","1","2","2","2","1","2","2","3","4","4","4","3","3","1","4","3","3","3","3","3","3","3","3","2","1","1","1","1","2","1","2","2","1","2","2","Academic","Natural science","Federal/national government","EuroRussia","S1",1.67490776357723,-0.890250904936214,0.0129438090846151
"1180","1","1","2","2","1","2","1","1","2","4","4","4","4","5","2","1","3","2","2","2","2","4","2","2","2","2","2","2","1","1","2","2","2","1","2","1","1","1","Academic","Physical science","Federal/national government","EuroRussia","S1",0.167275873925046,-3.37732503793544,0.0411364973682704
"1181",NA,"2","2","2","2","2","2","2","3","3","4","4","4","5","1","1","1","1","1","3","3","3","3","3","3","1","3","2","1","1","1","1","1","1","1","1","1","1","Academic","Natural science","Academic institution","EuroRussia","S1",2.64095124964633,0.617063005022286,0.0264620346586152
"1182","3","2","2","2","1","2","2","2","4","4","2","5","5","5","2","4","2","1","2","3","1","4","2","4","2","1","2","1","2","1","1","1","1","1","1","2","1","1","Academic","Physical science","Federal/national government","EuroRussia","S1",2.13809915458762,-1.63591138450011,0.0260745107092313
"1183","1","1","2","2","1","2","2","2","2","3","2","2","2",NA,"1","1","2","2","1","1","1","2","2","2","3","3","2","1","1","1","1","2","1","1","1","2","1","1","Academic","Physical science","State/regional government","AsiaSEAsia","S1",0.400898983698857,0.177484927773208,0.000691541278118274
"1184","2","2","2","2","2","2","1","1","2","3","3","2","4","5","2","4","2","2","3","2","2","5","2","2","2","1","1","1","1","1","1","1","1","2","2","2","1","2","Non-Profit","Physical science","Federal/national government","AustraliaNZ","S1",1.53953749926973,-1.20631106768185,0.0137622697174804
"1185","2","1","1","2","1","1","1","2","2","4","4","5","5","5","2","4","1","2","2","2","4","5","1","3","2","1","2","1","1","1","1","2","2","1","1","2","1","1","Government","Natural science","Federal/national government","EuroRussia","S1",1.89978781336675,-2.65975936330324,0.0384354191311547
"1186","2","2","2","1","2","2","2","2","1","1","1","1","1","4","3","3","2","2","3","2","4","4","4","2","4","2","3","1","2","1","1","1","2","1","2","1","1","1","Academic","Other","Federal/national government","EuroRussia","S1",2.19916010269525,2.08974920231216,0.0331103504287381
"1187","2","1","1","2","1","1","2","2","1","4","4","3","5","5","2","2","1","2","1","1","2","2","1","1","2","1","1","2","1","1","1","1","1","1","1","1","1","1","Government","Natural science","State/regional government","EuroRussia","S1",0.986585297295498,-0.990241756196989,0.00702953108599711
"1188","1","1","2","2","2","2","2","2","1","1","2","3","3","4","5","5","2","2","2","2","2","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Academic","Natural science","State/regional government","EuroRussia","S1",2.44391677077696,2.68756588376345,0.0474734997767699
"1189","2","2","1","2","1","2","2","2","1","1","3","2","3","3","2","2","3","3","2","3","4","5","5","2","3","2","1","2","1","1","2","1","2","2","2","2","2","2","Academic","Social science","Federal/national government","AustraliaNZ","S1",-1.11855035662551,0.571318166226436,0.00567548813561377
"1190","1","2","2","2","1","2","2","2","3","4","2","1","2","3","4","4","1","1","1","4","1","2","4","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","Academic","Information science","Federal/national government","AustraliaNZ","S1",0.395483776080407,2.06888731176005,0.0159616500760141
"1191","2","2","1","2","1","2","1","1","4","5","4","5","5","5","2","1","2","4","1","1","5","5","1","4","1","1","1","2","1","1","1","2","1","1","1","2","2","1","Academic","Natural science","Federal/national government","USACanada","S1",-0.346040734951929,0.0478121476834524,0.00043902050747244
"1192","1","2","2","2","1","2","2","2","2","3","3","1","1","1","1","1","2","3","3","1","2","2","2","3","2","1","1","1","1","1","1","2","1","1","1","1","1","1","Commercial","Natural science","Local government","AsiaSEAsia","S1",1.30012578109031,1.42813764443456,0.0134188466159119
"1193","1","1","2","2","2","2","2","2","2","2","3","1","1","3","2","3","3","2","2","2","2","3","2","3","1","1","1","2","1","1","1","2","1","1","1","1","2","1","Academic","Social science","State/regional government","AsiaSEAsia","S1",0.92124863245169,-0.0611787375288192,0.00306677767045577
"1194","3","2","2","2","2","2","1","2","2","2",NA,"5","5","4","1","2","1","1","1","1","2","2","1","5","1","1","1","1","2","2","1","1",NA,"1","1","1","1","1","Other","Natural science","Federal/national government","EuroRussia","S1",0.975021837071876,1.10865076719652,0.00784203909645609
"1195","2","1","1","1","1","1","2","2","2","2","3","3","3","4","2","3","2","2","2","2","3","3","3","3","3","2","2","1","1","1","1","2","2","2","2","2","2","2","Academic","Social science","Federal/national government","EuroRussia","S1",0.51519020421039,-3.31989087946935,0.0406068917786432
"1197","2","2","2","2","2","2","2","2","2","2","4","2","3","3","4","4","4","4","4","1","2","5","1","2","1","1","2","1","1","1","1","2","2","1","1","1","1","1","Academic","Natural science","Federal/national government","LatinAmerica","S1",1.81936999120004,1.07562341413062,0.016070913118159
"1198","1","1","1","2","1","1","2","2","2","4","4","3","4","4","3","3","2","1","2","2","1","1","3","4","1","1","1","2","1","1","2","2","2","2","1","2","2","1","Academic","Social science","Federal/national government","USACanada","S1",-2.53659493542091,-2.41326364803335,0.0441004106078572
"1199","1","1","2","2","1","2","2","1","2","2","5","4","5","5","1","1","1","1","1","1","1","5","3","4","1","2","1","1","1","1","1","2","1","1","1","2","1","2","Academic","Natural science","Federal/national government","USACanada","S1",-1.19045763398247,0.00990391371477924,0.00509888785509395
